chiave,timestamp,nome_via,direzione,conteggio_veicoli,score_ensemble,score_b1_norm,score_b2_norm,score_b3_norm,tipo_giorno,ora,temperature_2m,precipitation,accuratezza
20,2024-05-01 08:00:00,VIA S.STEFANO,SE,84.0,0.9975268531185084,0.9975268531185084,0.24468320920099307,0.9922258955261691,festivo,8,13.7,0.0,100.0
326,2024-05-01 08:00:00,VIALE GIAN BATTISTA ERCOLANI,N,17.0,0.9963995288037696,0.9922322288088362,0.1615145412170036,0.9963995288037696,festivo,8,13.7,0.0,100.0
240,2024-05-01 09:00:00,VIA PARISIO,O,101.0,0.9982361807772204,0.9982361807772204,0.10229201499721335,0.991291736332776,festivo,9,14.4,0.0,100.0
255,2024-05-01 09:00:00,VIA PO,N,337.0,0.9980366823732076,0.9980366823732076,0.8586094644576177,0.42295244971373563,festivo,9,14.4,0.0,100.0
237,2024-05-01 09:00:00,VIA PIETRO ALBERTONI,S,25.0,0.9978815169478644,0.9978815169478644,0.061942671125297666,0.8618457719004915,festivo,9,14.4,0.0,100.0
230,2024-05-01 09:00:00,VIA GIUSEPPE DOZZA,SE,271.0,0.9978181841211937,0.9978181841211937,0.7117438060495516,0.9805789887014237,festivo,9,14.4,0.0,100.0
261,2024-05-01 09:00:00,VIA GIUSEPPE MEZZOFANTI,O,215.0,0.9970961898971475,0.9970961898971475,0.5678832902670112,0.9883277600445863,festivo,9,14.4,0.0,100.0
273,2024-05-01 09:00:00,VIA S.MAMOLO,N,137.0,0.9963931955211025,0.9963931955211025,0.24998100015199878,0.9752463646957491,festivo,9,14.4,0.0,100.0
20,2024-05-01 09:00:00,VIA S.STEFANO,SE,119.0,0.9962918629984293,0.9962918629984293,0.21493894715508943,0.9872257688605158,festivo,9,14.4,0.0,100.0
237,2024-05-01 10:00:00,VIA PIETRO ALBERTONI,S,35.0,0.9992463393626184,0.9992463393626184,0.023015149212139638,0.4671017631858945,festivo,10,15.4,0.0,100.0
237,2024-05-01 11:00:00,VIA PIETRO ALBERTONI,S,44.0,0.9984831788012363,0.9984831788012363,0.021270329837361303,0.9603884835587982,festivo,11,16.6,0.0,100.0
237,2024-05-01 12:00:00,VIA PIETRO ALBERTONI,S,43.0,0.9996833358666464,0.9996833358666464,0.1089546283629731,0.9906077418047322,festivo,12,17.5,0.1,100.0
230,2024-05-01 13:00:00,VIA GIUSEPPE DOZZA,SE,338.0,0.9988885088919288,0.9960385316917465,0.8367723058215534,0.9988885088919288,festivo,13,17.8,0.5,100.0
237,2024-05-01 13:00:00,VIA PIETRO ALBERTONI,S,114.0,0.9985496782692405,0.9985496782692405,0.42707858337133303,0.4424304605563156,festivo,13,17.8,0.5,100.0
228,2024-05-01 13:00:00,VIA GIUSEPPE DOZZA,NO,301.0,0.9978340173278614,0.9949397071490095,0.7761152910776714,0.9978340173278614,festivo,13,17.8,0.5,100.0
240,2024-05-01 14:00:00,VIA PARISIO,O,105.0,0.9981633480265492,0.9953893702183716,0.1491646400162132,0.9981633480265492,festivo,14,17.9,0.3,100.0
237,2024-05-01 14:00:00,VIA PIETRO ALBERTONI,S,85.0,0.9980746820692101,0.9980746820692101,0.24566803465572276,0.9932803870902366,festivo,14,17.9,0.3,100.0
255,2024-05-01 14:00:00,VIA PO,N,326.0,0.9979036834371992,0.9970708567664792,0.8235547448953742,0.9979036834371992,festivo,14,17.9,0.3,100.0
237,2024-05-01 15:00:00,VIA PIETRO ALBERTONI,S,64.0,0.997583852662512,0.997583852662512,0.21916324669402645,0.9919915640674875,festivo,15,18.1,0.4,100.0
237,2024-05-01 16:00:00,VIA PIETRO ALBERTONI,S,58.0,0.9965641941531135,0.9965641941531135,0.3867102396514161,0.9630041293002989,festivo,16,18.5,0.3,100.0
255,2024-05-01 17:00:00,VIA PO,N,411.0,0.9979290165678675,0.9974698535745047,0.8695977098849876,0.9979290165678675,festivo,17,17.5,0.1,100.0
273,2024-05-02 07:00:00,VIA S.MAMOLO,N,419.0,0.999917667325328,0.9700435729847494,0.02707795004306632,0.999917667325328,feriale,7,13.7,0.0,100.0
261,2024-05-02 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,647.0,0.9998986674773268,0.7579641029538431,0.022416654000101333,0.9998986674773268,feriale,7,13.7,0.0,100.0
255,2024-05-02 07:00:00,VIA PO,N,706.0,0.9997086689973147,0.5947110756447281,0.14716332269341845,0.9997086689973147,feriale,7,13.7,0.0,100.0
232,2024-05-02 07:00:00,VIA ALBERTO DALLOLIO,S,317.0,0.9996485028119775,0.42389294218979584,0.04183449865734407,0.9996485028119775,feriale,7,13.7,0.0,100.0
208,2024-05-02 07:00:00,VIA FILIPPO BEROALDO,E,201.0,0.9995060039519684,0.14998480012159904,0.1037645032173076,0.9995060039519684,feriale,7,13.7,0.0,100.0
276,2024-05-02 07:00:00,PIAZZA DI PORTA S.MAMOLO,NO,158.0,0.9992336727972843,0.6170390636874905,0.08584764655216091,0.9992336727972843,feriale,7,13.7,0.0,100.0
228,2024-05-02 07:00:00,VIA GIUSEPPE DOZZA,NO,574.0,0.9990215078279374,0.611098444545777,0.10922379287632365,0.9990215078279374,feriale,7,13.7,0.0,100.0
240,2024-05-02 07:00:00,VIA PARISIO,O,298.0,0.9990183411866038,0.9476965850939859,0.03386089577950043,0.9990183411866038,feriale,7,13.7,0.0,100.0
20,2024-05-02 07:00:00,VIA S.STEFANO,SE,234.0,0.9990056746212697,0.3500595328570705,0.04128666970664235,0.9990056746212697,feriale,7,13.7,0.0,100.0
230,2024-05-02 07:00:00,VIA GIUSEPPE DOZZA,SE,487.0,0.9989233419465977,0.14589666616000405,0.09774155140092212,0.9989233419465977,feriale,7,13.7,0.0,100.0
104,2024-05-02 07:00:00,VIA CRISTOFORO COLOMBO,N,723.0,0.9975996858691797,0.12502216648933476,0.13388242894056848,0.9975996858691797,feriale,7,13.7,0.0,100.0
275,2024-05-02 07:00:00,VIA D'AZEGLIO,S,165.0,0.9967320261437909,0.6873100015199879,0.054906394082180676,0.9967320261437909,feriale,7,13.7,0.0,100.0
273,2024-05-02 08:00:00,VIA S.MAMOLO,N,609.0,0.99968650250798,0.9424589603283173,0.22724768201854384,0.99968650250798,feriale,8,15.0,0.0,100.0
232,2024-05-02 08:00:00,VIA ALBERTO DALLOLIO,S,381.0,0.9975553528905102,0.9288677357247809,0.14246402695445104,0.9975553528905102,feriale,8,15.0,0.0,100.0
20,2024-05-02 08:00:00,VIA S.STEFANO,SE,333.0,0.9964818614784415,0.6470809900187465,0.06489398084815322,0.9964818614784415,feriale,8,15.0,0.0,100.0
230,2024-05-02 08:00:00,VIA GIUSEPPE DOZZA,SE,663.0,0.9962285301717586,0.09227909510057253,0.3822199422404621,0.9962285301717586,feriale,8,15.0,0.0,100.0
20,2024-05-02 09:00:00,VIA S.STEFANO,SE,347.0,0.9986921771292496,0.2659947053756903,0.09132276941784466,0.9986921771292496,feriale,9,16.0,0.0,100.0
273,2024-05-02 09:00:00,VIA S.MAMOLO,N,375.0,0.9985401783452399,0.3016415868673051,0.48138331560014186,0.9985401783452399,feriale,9,16.0,0.0,100.0
237,2024-05-02 09:00:00,VIA PIETRO ALBERTONI,S,173.0,0.9979606829812028,0.8148781476414856,0.08995478036175711,0.9979606829812028,feriale,9,16.0,0.0,100.0
237,2024-05-02 11:00:00,VIA PIETRO ALBERTONI,S,242.0,0.9979195166438668,0.3060273851142524,0.39345201905051425,0.9979195166438668,feriale,11,17.4,0.0,100.0
261,2024-05-02 12:00:00,VIA GIUSEPPE MEZZOFANTI,O,511.0,0.9967953589704616,0.9689700815726807,0.43206604347165223,0.9967953589704616,feriale,12,17.3,0.0,100.0
237,2024-05-02 13:00:00,VIA PIETRO ALBERTONI,S,262.0,0.9985243451385722,0.07356741146070832,0.5262356234483457,0.9985243451385722,feriale,13,16.4,0.0,100.0
273,2024-05-02 14:00:00,VIA S.MAMOLO,N,374.0,0.9980651821452095,0.9152796777625779,0.3284662056036885,0.9980651821452095,feriale,14,17.9,0.0,100.0
255,2024-05-02 14:00:00,VIA PO,N,681.0,0.9961968637584233,0.7996909358058469,0.8088741956731013,0.9961968637584233,feriale,14,17.9,0.0,100.0
273,2024-05-02 16:00:00,VIA S.MAMOLO,N,412.0,0.9985306784212393,0.06981177483913462,0.11347025890459543,0.9985306784212393,feriale,16,17.6,0.0,100.0
232,2024-05-02 16:00:00,VIA ALBERTO DALLOLIO,S,288.0,0.9970265237878096,0.1669326645386837,0.025899959466990932,0.9970265237878096,feriale,16,17.6,0.0,100.0
273,2024-05-03 07:00:00,VIA S.MAMOLO,N,385.0,0.9994205046359629,0.8994433044535644,0.3466807265541876,0.9994205046359629,feriale,7,9.4,0.0,100.0
255,2024-05-03 07:00:00,VIA PO,N,747.0,0.9976155190758474,0.6873258347266555,0.8401796118964382,0.9976155190758474,feriale,7,9.4,0.0,100.0
232,2024-05-03 07:00:00,VIA ALBERTO DALLOLIO,S,300.0,0.9961525307797537,0.41984914120687034,0.11364125753660638,0.9961525307797537,feriale,7,9.4,0.0,100.0
273,2024-05-03 08:00:00,VIA S.MAMOLO,N,524.0,0.9971943557784871,0.9971943557784871,0.5807208542331661,0.9943570451436389,feriale,8,11.2,0.0,100.0
104,2024-05-03 09:00:00,VIA CRISTOFORO COLOMBO,N,1206.0,0.9992146729492831,0.9520507169275979,0.869021381162284,0.9992146729492831,feriale,9,12.9,0.0,100.0
104,2024-05-03 10:00:00,VIA CRISTOFORO COLOMBO,N,1383.0,0.9985021786492375,0.9828558038202361,0.9055992552059583,0.9985021786492375,feriale,10,14.2,0.0,100.0
274,2024-05-03 11:00:00,VIA S.MAMOLO,N,225.0,0.99692835790647,0.9738530425089933,0.24093707250341997,0.99692835790647,feriale,11,15.2,0.0,91.0
274,2024-05-03 20:00:00,VIA S.MAMOLO,N,448.0,0.9980556822212089,0.9289342351927852,0.3173449612403101,0.9980556822212089,feriale,20,17.0,0.0,100.0
276,2024-05-03 23:00:00,PIAZZA DI PORTA S.MAMOLO,NO,151.0,0.9965831940011146,0.9521552160916046,0.21626260323250748,0.9965831940011146,feriale,23,12.8,0.0,100.0
277,2024-05-04 01:00:00,VIA S.MAMOLO,N,252.0,0.9980303490905406,0.9711075644728175,0.5991760399250139,0.9980303490905406,weekend,1,12.7,0.0,100.0
230,2024-05-04 07:00:00,VIA GIUSEPPE DOZZA,SE,398.0,0.9963741956731013,0.3108850129198966,0.7545757967269595,0.9963741956731013,weekend,7,11.3,0.0,91.0
273,2024-05-06 07:00:00,VIA S.MAMOLO,N,416.0,0.998818842782591,0.9201088057962203,0.07088209960986978,0.998818842782591,feriale,7,13.9,0.0,100.0
261,2024-05-06 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,662.0,0.9978625170998632,0.9604708162334701,0.2564472817550793,0.9978625170998632,feriale,7,13.9,0.0,100.0
103,2024-05-06 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972751051324923,0.027779361098444547,0.3258980594821908,0.9972751051324923,feriale,7,13.9,0.0,100.0
104,2024-05-06 07:00:00,VIA CRISTOFORO COLOMBO,N,1554.0,0.997181689213153,0.9820704767695192,0.927255915286011,0.997181689213153,feriale,7,13.9,0.0,100.0
208,2024-05-06 08:00:00,VIA FILIPPO BEROALDO,E,347.0,0.9966908598064549,0.0825131732279475,0.06013135228251507,0.9966908598064549,feriale,8,15.1,0.0,100.0
20,2024-05-06 17:00:00,VIA S.STEFANO,SE,131.0,0.9979670162638699,0.9892999189339818,0.4407394740842073,0.9979670162638699,feriale,17,19.0,0.8,100.0
273,2024-05-08 07:00:00,VIA S.MAMOLO,N,385.0,0.9997245022039823,0.2879648629477631,0.14360718447585752,0.9997245022039823,feriale,7,12.1,0.0,100.0
232,2024-05-08 07:00:00,VIA ALBERTO DALLOLIO,S,322.0,0.9989708415666008,0.7206769012514567,0.026789785681714546,0.9989708415666008,feriale,7,12.1,0.0,100.0
261,2024-05-08 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,643.0,0.998948675077266,0.7735978112175103,0.5250006333282667,0.998948675077266,feriale,7,12.1,0.0,100.0
276,2024-05-08 07:00:00,PIAZZA DI PORTA S.MAMOLO,NO,163.0,0.9985211784972386,0.5118242387394234,0.028762603232507473,0.9985211784972386,feriale,7,12.1,0.0,100.0
208,2024-05-08 07:00:00,VIA FILIPPO BEROALDO,E,189.0,0.998375512995896,0.7683981861478442,0.04162866697066423,0.998375512995896,feriale,7,12.1,0.0,100.0
240,2024-05-08 07:00:00,VIA PARISIO,O,320.0,0.9980366823732076,0.3527891776865785,0.03265123879008968,0.9980366823732076,feriale,7,12.1,0.0,100.0
230,2024-05-08 07:00:00,VIA GIUSEPPE DOZZA,SE,505.0,0.9978846835891979,0.21612643765516543,0.4387856563814156,0.9978846835891979,feriale,7,12.1,0.0,100.0
237,2024-05-08 09:00:00,VIA PIETRO ALBERTONI,S,195.0,0.9986003445305771,0.9828178041242337,0.022581319349445204,0.9986003445305771,feriale,9,14.1,0.0,100.0
230,2024-05-08 19:00:00,VIA GIUSEPPE DOZZA,SE,424.0,0.9962728631504282,0.991421568627451,0.7265668541318336,0.9962728631504282,feriale,19,18.0,0.0,100.0
20,2024-05-12 11:00:00,VIA S.STEFANO,SE,7.0,0.9993160054719562,0.9948130414956681,0.2650985458782996,0.9993160054719562,weekend,11,23.2,0.0,83.0
20,2024-05-12 22:00:00,VIA S.STEFANO,SE,300.0,0.9993255053959569,0.9948763743223388,0.3952221715559609,0.9993255053959569,weekend,22,15.6,0.0,100.0
103,2024-05-13 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972751051324923,0.027779361098444547,0.34004027967776257,0.9972751051324923,feriale,7,14.9,0.0,100.0
208,2024-05-13 09:00:00,VIA FILIPPO BEROALDO,E,176.0,0.9977105183158534,0.38760006586613976,0.14331268683183868,0.9977105183158534,feriale,9,17.8,0.0,100.0
273,2024-05-15 07:00:00,VIA S.MAMOLO,N,435.0,0.9968871915691341,0.9074897400820794,0.5196996757359275,0.9968871915691341,feriale,7,16.0,0.1,100.0
104,2024-05-15 16:00:00,VIA CRISTOFORO COLOMBO,N,1286.0,0.9984261792572326,0.5743844049247606,0.9984261792572326,0.44003647970816234,feriale,16,19.0,5.9,100.0
104,2024-05-16 18:00:00,VIA CRISTOFORO COLOMBO,N,1439.0,0.9987966762932563,0.5617178395906166,0.9987966762932563,0.4225154532097077,feriale,18,17.7,6.1,100.0
274,2024-05-17 21:00:00,VIA S.MAMOLO,N,431.0,0.9989961746972691,0.9876690986472109,0.4160048386279576,0.9989961746972691,feriale,21,17.4,0.0,100.0
277,2024-05-17 21:00:00,VIA S.MAMOLO,N,314.0,0.9970676901251456,0.9856297816284136,0.21932474540203678,0.9970676901251456,feriale,21,17.4,0.0,100.0
103,2024-05-20 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972751051324923,0.027779361098444547,0.4152226782185742,0.9972751051324923,feriale,7,15.4,0.0,100.0
273,2024-05-20 07:00:00,VIA S.MAMOLO,N,387.0,0.9965926939251153,0.15294244312712166,0.2522483153468106,0.9965926939251153,feriale,7,15.4,0.0,100.0
104,2024-05-21 08:00:00,VIA CRISTOFORO COLOMBO,N,1962.0,0.9965895272837817,0.9296467294928307,0.9965895272837817,0.9502140649541471,feriale,8,17.1,0.7,100.0
104,2024-05-21 09:00:00,VIA CRISTOFORO COLOMBO,N,1609.0,0.9971690226478188,0.3206446015098546,0.9971690226478188,0.1551115924405938,feriale,9,17.5,0.4,100.0
104,2024-05-21 11:00:00,VIA CRISTOFORO COLOMBO,N,1158.0,0.9965705274357806,0.924136773572478,0.9965705274357806,0.9680770887166236,feriale,11,17.0,1.5,100.0
273,2024-05-22 07:00:00,VIA S.MAMOLO,N,415.0,0.9963298626944318,0.7938168161321376,0.4414709682322541,0.9963298626944318,feriale,7,15.8,0.0,100.0
104,2024-05-23 08:00:00,VIA CRISTOFORO COLOMBO,N,1312.0,0.9974603536505041,0.9842744591376602,0.9877165982672138,0.9974603536505041,feriale,8,16.1,0.0,100.0
103,2024-05-27 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972751051324923,0.027779361098444547,0.31725629528297106,0.9972751051324923,feriale,7,14.5,0.0,100.0
273,2024-05-27 07:00:00,VIA S.MAMOLO,N,377.0,0.996212696965091,0.8899813801489588,0.19666109337791965,0.996212696965091,feriale,7,14.5,0.0,100.0
104,2024-05-28 15:00:00,VIA CRISTOFORO COLOMBO,N,1239.0,0.996827025383797,0.4573960074986067,0.996827025383797,0.46868825049399604,feriale,15,19.4,5.9,100.0
20,2024-05-30 10:00:00,VIA S.STEFANO,SE,158.0,0.9988821756092618,0.9909940720474236,0.06345315904139434,0.9988821756092618,feriale,10,21.0,0.0,100.0
104,2024-05-31 17:00:00,VIA CRISTOFORO COLOMBO,N,1416.0,0.9975236864771748,0.9393746516694533,0.9975236864771748,0.8516491868065056,feriale,17,15.4,1.0,100.0
273,2024-06-03 07:00:00,VIA S.MAMOLO,N,410.0,0.9984926787252368,0.9822066423468613,0.34593973248214016,0.9984926787252368,feriale,7,14.4,0.2,100.0
103,2024-06-03 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9968365253077975,0.027779361098444547,0.5220271571160764,0.9968365253077975,feriale,7,14.4,0.2,100.0
261,2024-06-05 18:00:00,VIA GIUSEPPE MEZZOFANTI,O,316.0,0.9963393626184324,0.9910700714394285,0.6414507017277196,0.9963393626184324,feriale,18,26.9,0.0,100.0
228,2024-06-08 00:00:00,VIA GIUSEPPE DOZZA,NO,404.0,0.9962316968130922,0.988432259208593,0.9119737042103663,0.9962316968130922,weekend,0,21.0,0.0,100.0
103,2024-06-10 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972402720778234,0.027779361098444547,0.34873904342098594,0.9972402720778234,feriale,7,19.5,0.0,100.0
275,2024-06-14 12:00:00,VIA D'AZEGLIO,S,320.0,0.9969346911891371,0.9737422100623195,0.05498239347418554,0.9969346911891371,feriale,12,24.8,0.0,100.0
103,2024-06-17 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972402720778234,0.027779361098444547,0.3896710492982723,0.9972402720778234,feriale,7,18.5,0.0,100.0
277,2024-06-20 23:00:00,VIA S.MAMOLO,N,309.0,0.9991323402746112,0.9864151086791305,0.06824112073770076,0.9991323402746112,feriale,23,25.4,0.0,100.0
274,2024-06-20 23:00:00,VIA S.MAMOLO,N,429.0,0.9991070071439428,0.9860066119471044,0.12874297005623955,0.9991070071439428,feriale,23,25.4,0.0,100.0
255,2024-06-21 09:00:00,VIA PO,N,273.0,0.9998955008359933,0.9985750113999088,0.8954311698839743,0.9998955008359933,feriale,9,26.7,0.0,100.0
255,2024-06-21 10:00:00,VIA PO,N,687.0,0.9979701829052035,0.8398249480670821,0.825473729543497,0.9979701829052035,feriale,10,28.4,0.0,100.0
104,2024-06-22 18:00:00,VIA CRISTOFORO COLOMBO,N,1456.0,0.998812509499924,0.9749645336170644,0.998812509499924,0.9664557683538532,weekend,18,27.4,0.0,91.0
104,2024-06-22 19:00:00,VIA CRISTOFORO COLOMBO,N,1491.0,0.9986731772812484,0.9572123423012616,0.9986731772812484,0.9610344783908396,weekend,19,25.7,0.0,83.0
104,2024-06-22 20:00:00,VIA CRISTOFORO COLOMBO,N,1003.0,0.9978276840451943,0.805599888534225,0.9978276840451943,0.9313662157369408,weekend,20,24.1,0.0,100.0
240,2024-06-23 18:00:00,VIA PARISIO,O,398.0,0.9983185134518924,0.9961873638344226,0.3427699245072706,0.9983185134518924,weekend,18,23.5,0.0,100.0
240,2024-06-23 19:00:00,VIA PARISIO,O,415.0,0.9978593504585297,0.9953957035010387,0.790067512793231,0.9978593504585297,weekend,19,22.4,0.6,100.0
104,2024-06-23 20:00:00,VIA CRISTOFORO COLOMBO,N,839.0,0.999775168465319,0.9162708364999747,0.999775168465319,0.8368894715508942,weekend,20,18.9,6.4,100.0
103,2024-06-24 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9968301920251305,0.027779361098444547,0.9248144348178547,0.9968301920251305,feriale,7,17.2,3.4,100.0
274,2024-06-24 23:00:00,VIA S.MAMOLO,N,319.0,0.9983026802452247,0.9784795054972893,0.5359508790596342,0.9983026802452247,feriale,23,18.1,0.4,100.0
104,2024-06-25 18:00:00,VIA CRISTOFORO COLOMBO,N,1579.0,0.9986985104119167,0.555770887166236,0.9986985104119167,0.7035200385063586,feriale,18,19.8,3.3,100.0
104,2024-06-29 18:00:00,VIA CRISTOFORO COLOMBO,N,881.0,0.997979682829204,0.9671745959365659,0.9972925216598267,0.997979682829204,weekend,18,30.8,0.0,100.0
255,2024-06-30 13:00:00,VIA PO,N,78.0,0.9983121801692253,0.9905982418807316,0.757473273547145,0.9983121801692253,weekend,13,29.9,0.0,100.0
277,2024-06-30 16:00:00,VIA S.MAMOLO,N,15.0,0.9988505091959264,0.9917382327608045,0.4188453159041394,0.9988505091959264,weekend,16,30.8,0.0,100.0
274,2024-06-30 17:00:00,VIA S.MAMOLO,N,65.0,0.9966623600344531,0.9925963925621928,0.6100091199270405,0.9966623600344531,weekend,17,31.0,0.0,100.0
276,2024-06-30 17:00:00,PIAZZA DI PORTA S.MAMOLO,NO,29.0,0.9963931955211025,0.9843251253989969,0.5903569438111161,0.9963931955211025,weekend,17,31.0,0.0,100.0
103,2024-07-01 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972402720778234,0.027779361098444547,0.4312110503115975,0.9972402720778234,feriale,7,20.5,0.0,100.0
104,2024-07-03 11:00:00,VIA CRISTOFORO COLOMBO,N,1242.0,0.9973780209758322,0.06781045751633986,0.9973780209758322,0.43799399604803163,feriale,11,18.8,7.2,100.0
104,2024-07-03 17:00:00,VIA CRISTOFORO COLOMBO,N,1406.0,0.9991101737852763,0.8364176419921974,0.9991101737852763,0.49966116937731164,feriale,17,20.7,4.4,100.0
275,2024-07-04 17:00:00,VIA D'AZEGLIO,S,43.0,0.9994395044839641,0.9941892131529615,0.029687262501899986,0.9994395044839641,feriale,17,24.9,0.0,100.0
275,2024-07-04 18:00:00,VIA D'AZEGLIO,S,1.0,0.9974888534225059,0.9973083548664944,0.08214584283325733,0.9974888534225059,feriale,18,24.9,0.0,100.0
275,2024-07-04 19:00:00,VIA D'AZEGLIO,S,0.0,0.9987935096519228,0.99744768708517,0.14291369002381316,0.9987935096519228,feriale,19,24.5,0.0,91.0
275,2024-07-04 20:00:00,VIA D'AZEGLIO,S,0.0,0.9994078380706287,0.9953070375436996,0.13467092263261893,0.9994078380706287,feriale,20,22.8,0.0,100.0
275,2024-07-04 21:00:00,VIA D'AZEGLIO,S,0.0,0.9973811876171658,0.9863359426457922,0.07795004306632214,0.9973811876171658,feriale,21,20.9,0.0,100.0
275,2024-07-04 22:00:00,VIA D'AZEGLIO,S,0.0,0.9977738511425241,0.9841256269949841,0.09169009981253483,0.9977738511425241,feriale,22,20.0,0.0,100.0
20,2024-07-06 19:00:00,VIA S.STEFANO,SE,285.0,0.9982456807012211,0.9885494249379339,0.40733457465673606,0.9982456807012211,weekend,19,28.5,0.0,100.0
104,2024-07-07 18:00:00,VIA CRISTOFORO COLOMBO,N,1120.0,0.9992843390586209,0.347817550792927,0.9992843390586209,0.8005744287379034,weekend,18,24.4,2.7,100.0
103,2024-07-08 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9972402720778234,0.027779361098444547,0.3793192987789431,0.9972402720778234,feriale,7,21.3,0.0,100.0
273,2024-07-08 09:00:00,VIA S.MAMOLO,N,466.0,0.9981348482545473,0.9956933677863911,0.25712810964178956,0.9981348482545473,feriale,9,23.6,0.0,100.0
274,2024-07-08 10:00:00,VIA S.MAMOLO,N,546.0,0.9984546790292345,0.9931125550995592,0.3547588285960379,0.9984546790292345,feriale,10,25.4,0.0,100.0
273,2024-07-08 10:00:00,VIA S.MAMOLO,N,469.0,0.9978593504585297,0.9978593504585297,0.34807088209960985,0.9966306936211177,feriale,10,25.4,0.0,100.0
273,2024-07-08 11:00:00,VIA S.MAMOLO,N,486.0,0.998546511627907,0.9983248467345595,0.32398224147540156,0.998546511627907,feriale,11,26.5,0.0,100.0
273,2024-07-08 13:00:00,VIA S.MAMOLO,N,22.0,0.999787835030653,0.9965135278917768,0.3255022293154988,0.999787835030653,feriale,13,27.2,0.0,100.0
273,2024-07-08 14:00:00,VIA S.MAMOLO,N,30.0,0.9965768607184475,0.9965768607184475,0.32646488828089376,0.8051185590515276,feriale,14,28.0,0.0,100.0
273,2024-07-08 15:00:00,VIA S.MAMOLO,N,320.0,0.9995471702893044,0.9694070780767087,0.40794890307544207,0.9995471702893044,feriale,15,29.4,0.1,100.0
104,2024-07-09 08:00:00,VIA CRISTOFORO COLOMBO,N,1654.0,0.9998321680093226,0.46407128742970055,0.9640586208643664,0.9998321680093226,feriale,8,24.8,0.0,91.0
255,2024-07-09 08:00:00,VIA PO,N,829.0,0.9993286720372904,0.10392600192531794,0.8992881390282211,0.9993286720372904,feriale,8,24.8,0.0,100.0
228,2024-07-09 08:00:00,VIA GIUSEPPE DOZZA,NO,596.0,0.9962570299437604,0.1981620813700157,0.789944013781223,0.9962570299437604,feriale,8,24.8,0.0,100.0
277,2024-07-11 18:00:00,VIA S.MAMOLO,N,86.0,0.9993888382226276,0.9910922379287632,0.35577215382276944,0.9993888382226276,feriale,18,34.7,0.0,100.0
274,2024-07-11 18:00:00,VIA S.MAMOLO,N,149.0,0.9990531742412727,0.9909339058620864,0.6342085929979226,0.9990531742412727,feriale,18,34.7,0.0,100.0
273,2024-07-11 18:00:00,VIA S.MAMOLO,N,69.0,0.9985528449105741,0.9946262096569894,0.3342864923747277,0.9985528449105741,feriale,18,34.7,0.0,100.0
274,2024-07-11 19:00:00,VIA S.MAMOLO,N,17.0,0.9994521710492983,0.9978023509145261,0.5061306176217257,0.9994521710492983,feriale,19,33.5,0.0,100.0
277,2024-07-11 19:00:00,VIA S.MAMOLO,N,8.0,0.9990595075239398,0.9972101889851548,0.38782489740082077,0.9990595075239398,feriale,19,33.5,0.0,100.0
273,2024-07-11 19:00:00,VIA S.MAMOLO,N,24.0,0.9967320261437909,0.9967320261437909,0.3387672898616811,0.9937047170289305,feriale,19,33.5,0.0,100.0
274,2024-07-11 20:00:00,VIA S.MAMOLO,N,7.0,0.9974445204438365,0.9974445204438365,0.41033971728226176,0.9685995845366571,feriale,20,30.9,0.0,100.0
277,2024-07-11 20:00:00,VIA S.MAMOLO,N,3.0,0.9962380300957593,0.9962380300957593,0.25113049095607237,0.9738720423569944,feriale,20,30.9,0.0,100.0
273,2024-07-11 20:00:00,VIA S.MAMOLO,N,10.0,0.9962348634544257,0.9962348634544257,0.1933234534123727,0.8100996858691797,feriale,20,30.9,0.0,100.0
274,2024-07-11 23:00:00,VIA S.MAMOLO,N,5.0,0.9985813446825759,0.9975236864771748,0.625709327658712,0.9985813446825759,feriale,23,26.1,0.0,100.0
276,2024-07-12 11:00:00,PIAZZA DI PORTA S.MAMOLO,NO,257.0,0.9992051730252824,0.9946452095049906,0.3066322136089578,0.9992051730252824,feriale,11,29.6,0.0,100.0
276,2024-07-12 12:00:00,PIAZZA DI PORTA S.MAMOLO,NO,276.0,0.998942341794599,0.9955192025130466,0.3075473729543497,0.998942341794599,feriale,12,30.2,0.0,100.0
276,2024-07-12 13:00:00,PIAZZA DI PORTA S.MAMOLO,NO,272.0,0.9984008461265643,0.9955825353397173,0.2502691645133506,0.9984008461265643,feriale,13,31.0,0.0,100.0
276,2024-07-12 15:00:00,PIAZZA DI PORTA S.MAMOLO,NO,248.0,0.9976566854131833,0.9948795409636723,0.5848248214014288,0.9976566854131833,feriale,15,31.5,0.0,100.0
