chiave,timestamp,nome_via,direzione,conteggio_veicoli,score_ensemble,score_b1_norm,score_b2_norm,score_b3_norm,tipo_giorno,ora,temperature_2m,precipitation,accuratezza
273,2025-01-08 07:00:00,VIA S.MAMOLO,N,314.0,0.9985116785732381,0.20886849571870092,0.49887900896792825,0.9985116785732381,feriale,7,2.2,0.0,100.0
274,2025-01-08 07:00:00,VIA S.MAMOLO,N,334.0,0.9970550235598116,0.24133290267011198,0.5804326898718144,0.9970550235598116,feriale,7,2.2,0.0,100.0
326,2025-01-08 07:00:00,VIALE GIAN BATTISTA ERCOLANI,N,98.0,0.9968903582104677,0.9725452196382429,0.49750785327050717,0.9968903582104677,feriale,7,2.2,0.0,100.0
208,2025-01-08 08:00:00,VIA FILIPPO BEROALDO,E,352.0,0.9992843390586209,0.9992843390586209,0.6423215280944419,0.9853764503217307,feriale,8,1.9,0.0,100.0
157,2025-01-08 08:00:00,VIA FRANCESCO ZANARDI,SE,207.0,0.9976788519025181,0.06301616253736637,0.4986193443785783,0.9976788519025181,feriale,8,1.9,0.0,100.0
237,2025-01-08 10:00:00,VIA PIETRO ALBERTONI,S,222.0,0.9987840097279221,0.11148160814713483,0.3835594315245478,0.9987840097279221,feriale,10,1.9,0.0,100.0
237,2025-01-08 11:00:00,VIA PIETRO ALBERTONI,S,244.0,0.9975458529665095,0.9975458529665095,0.3809121193697117,0.9582383340933273,feriale,11,2.8,0.0,100.0
273,2025-01-09 07:00:00,VIA S.MAMOLO,N,318.0,0.9984673455945686,0.20701284389724883,0.32662005370623703,0.9984673455945686,feriale,7,11.8,0.0,91.0
255,2025-01-09 07:00:00,VIA PO,N,775.0,0.9983311800172265,0.9926913918021989,0.8805511222576886,0.9983311800172265,feriale,7,11.8,0.0,100.0
261,2025-01-09 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,555.0,0.9979416831332016,0.933234534123727,0.7104296498961342,0.9979416831332016,feriale,7,11.8,0.0,100.0
230,2025-01-09 07:00:00,VIA GIUSEPPE DOZZA,SE,496.0,0.9966211936971171,0.2635975578862036,0.7877463646957491,0.9966211936971171,feriale,7,11.8,0.0,100.0
228,2025-01-09 07:00:00,VIA GIUSEPPE DOZZA,NO,599.0,0.9963710290317678,0.9903607437807164,0.76468688250494,0.9963710290317678,feriale,7,11.8,0.0,100.0
103,2025-01-10 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9983913462025638,0.027779361098444547,0.5980803820236105,0.9983913462025638,feriale,7,6.8,0.0,100.0
261,2025-01-10 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,552.0,0.9976978517505193,0.11321376095657902,0.6792603992501394,0.9976978517505193,feriale,7,6.8,0.0,100.0
228,2025-01-10 07:00:00,VIA GIUSEPPE DOZZA,NO,620.0,0.9975110199118407,0.2392777524446471,0.7575999392004864,0.9975110199118407,feriale,7,6.8,0.0,100.0
255,2025-01-10 07:00:00,VIA PO,N,743.0,0.9970708567664792,0.06429548563611491,0.87531349749202,0.9970708567664792,feriale,7,6.8,0.0,100.0
273,2025-01-10 07:00:00,VIA S.MAMOLO,N,295.0,0.9968111921771292,0.17420643968181587,0.3047417287328368,0.9968111921771292,feriale,7,6.8,0.0,100.0
208,2025-01-10 07:00:00,VIA FILIPPO BEROALDO,E,243.0,0.9967383594264579,0.34710188985154783,0.2618305720220905,0.9967383594264579,feriale,7,6.8,0.0,100.0
20,2025-01-10 08:00:00,VIA S.STEFANO,SE,380.0,0.9974635202918377,0.9862852763844556,0.27426597253888635,0.9974635202918377,feriale,8,5.9,0.0,100.0
104,2025-01-12 16:00:00,VIA CRISTOFORO COLOMBO,N,1784.0,0.996526194457111,0.985401783452399,0.9962728631504282,0.996526194457111,weekend,16,7.4,0.0,100.0
104,2025-01-12 17:00:00,VIA CRISTOFORO COLOMBO,N,1480.0,0.9966465268277854,0.916438668490652,0.9966465268277854,0.6851186857171809,weekend,17,6.3,0.0,100.0
103,2025-01-13 06:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9991133404266099,0.027779361098444547,0.8277030450423063,0.9991133404266099,feriale,6,-2.0,0.0,100.0
104,2025-01-13 06:00:00,VIA CRISTOFORO COLOMBO,N,731.0,0.9977896843491919,0.34831471348229215,0.9384974920200638,0.9977896843491919,feriale,6,-2.0,0.0,100.0
273,2025-01-13 07:00:00,VIA S.MAMOLO,N,335.0,0.9997276688453159,0.9839609616456402,0.6557670871966358,0.9997276688453159,feriale,7,-2.3,0.0,100.0
208,2025-01-13 07:00:00,VIA FILIPPO BEROALDO,E,263.0,0.9996991690733141,0.9739353751836652,0.6703526371789026,0.9996991690733141,feriale,7,-2.3,0.0,100.0
103,2025-01-13 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9996295029639762,0.027779361098444547,0.8221994224046207,0.9996295029639762,feriale,7,-2.3,0.0,100.0
261,2025-01-13 07:00:00,VIA GIUSEPPE MEZZOFANTI,O,559.0,0.9994141713532958,0.9812788164361351,0.6938934488524092,0.9994141713532958,feriale,7,-2.3,0.0,100.0
255,2025-01-13 07:00:00,VIA PO,N,769.0,0.9992811724172873,0.9756928611237776,0.810337183969195,0.9992811724172873,feriale,7,-2.3,0.0,100.0
230,2025-01-13 07:00:00,VIA GIUSEPPE DOZZA,SE,492.0,0.9991545067639459,0.9704330698687744,0.7239068754116633,0.9991545067639459,feriale,7,-2.3,0.0,100.0
228,2025-01-13 07:00:00,VIA GIUSEPPE DOZZA,NO,651.0,0.9987808430865887,0.9844581243350053,0.7742944723108882,0.9987808430865887,feriale,7,-2.3,0.0,100.0
232,2025-01-13 07:00:00,VIA ALBERTO DALLOLIO,S,291.0,0.9985750113999088,0.9635202918376653,0.6484109793788316,0.9985750113999088,feriale,7,-2.3,0.0,100.0
274,2025-01-13 07:00:00,VIA S.MAMOLO,N,350.0,0.998293180321224,0.9420409636722906,0.6578095708567665,0.998293180321224,feriale,7,-2.3,0.0,100.0
275,2025-01-13 07:00:00,VIA D'AZEGLIO,S,185.0,0.9980461822972083,0.9356031818412119,0.6717839590616609,0.9980461822972083,feriale,7,-2.3,0.0,100.0
276,2025-01-13 07:00:00,PIAZZA DI PORTA S.MAMOLO,NO,148.0,0.9975965192278462,0.9471392562192836,0.6955622688351827,0.9975965192278462,feriale,7,-2.3,0.0,100.0
326,2025-01-13 07:00:00,VIALE GIAN BATTISTA ERCOLANI,N,90.0,0.9967066930131225,0.06050501595987232,0.7266998530678421,0.9967066930131225,feriale,7,-2.3,0.0,100.0
157,2025-01-13 08:00:00,VIA FRANCESCO ZANARDI,SE,197.0,0.9987681765212545,0.6231285149718803,0.7177287581699346,0.9987681765212545,feriale,8,-2.3,0.0,100.0
20,2025-01-13 08:00:00,VIA S.STEFANO,SE,348.0,0.9983470132238942,0.929003901302123,0.6881238283427066,0.9983470132238942,feriale,8,-2.3,0.0,100.0
326,2025-01-13 08:00:00,VIALE GIAN BATTISTA ERCOLANI,N,129.0,0.9969188579824695,0.06150250797993616,0.7017942189795815,0.9969188579824695,feriale,8,-2.3,0.0,100.0
237,2025-01-13 09:00:00,VIA PIETRO ALBERTONI,S,157.0,0.9977485180118559,0.07580622688351826,0.6977250848659877,0.9977485180118559,feriale,9,-2.4,0.0,100.0
237,2025-01-13 10:00:00,VIA PIETRO ALBERTONI,S,208.0,0.99744768708517,0.341484268125855,0.6878863302426914,0.99744768708517,feriale,10,-0.2,0.0,100.0
237,2025-01-13 11:00:00,VIA PIETRO ALBERTONI,S,244.0,0.9962633632264275,0.9243172721284897,0.6289931347215889,0.9962633632264275,feriale,11,1.7,0.0,100.0
104,2025-01-13 16:00:00,VIA CRISTOFORO COLOMBO,N,1370.0,0.9975205198358413,0.7070381770279172,0.9975205198358413,0.9002159649389472,feriale,16,5.9,0.0,100.0
104,2025-01-14 08:00:00,VIA CRISTOFORO COLOMBO,N,1860.0,0.9994585043319654,0.24212456300349597,0.9994585043319654,0.1388002229315499,feriale,8,-0.6,0.1,100.0
104,2025-01-15 08:00:00,VIA CRISTOFORO COLOMBO,N,1943.0,0.9988156761412575,0.7956534681055885,0.9988156761412575,0.7363517758524598,feriale,8,-1.5,0.0,100.0
104,2025-01-15 09:00:00,VIA CRISTOFORO COLOMBO,N,1650.0,0.9976978517505193,0.6286954704362365,0.9976978517505193,0.7876576987384101,feriale,9,-1.5,0.0,100.0
104,2025-01-15 18:00:00,VIA CRISTOFORO COLOMBO,N,1708.0,0.997891016871865,0.6547157622739018,0.997891016871865,0.5590483609464457,feriale,18,1.2,0.0,100.0
104,2025-01-16 08:00:00,VIA CRISTOFORO COLOMBO,N,1810.0,0.9980398490145412,0.9707370674367939,0.9980398490145412,0.07146476161524042,feriale,8,1.1,0.0,100.0
104,2025-01-16 09:00:00,VIA CRISTOFORO COLOMBO,N,1612.0,0.9974698535745047,0.9698979074834068,0.9974698535745047,0.41561850838526626,feriale,9,1.1,0.0,100.0
232,2025-01-16 16:00:00,VIA ALBERTO DALLOLIO,S,350.0,0.9965863606424482,0.9871782692405128,0.41722716218270256,0.9965863606424482,feriale,16,7.5,0.0,100.0
104,2025-01-17 08:00:00,VIA CRISTOFORO COLOMBO,N,1778.0,0.9979005167958657,0.7644177179915894,0.9979005167958657,0.7256643613517758,feriale,8,0.2,0.0,100.0
104,2025-01-17 09:00:00,VIA CRISTOFORO COLOMBO,N,1571.0,0.9969980240158078,0.3168351319856108,0.9969980240158078,0.7571407762071237,feriale,9,0.2,0.0,100.0
104,2025-01-18 11:00:00,VIA CRISTOFORO COLOMBO,N,1578.0,0.9977643512185236,0.8039532350407863,0.9977643512185236,0.9279050767593859,weekend,11,3.8,0.0,100.0
104,2025-01-18 12:00:00,VIA CRISTOFORO COLOMBO,N,1708.0,0.9982330141358869,0.9430637888230228,0.9982330141358869,0.9695337437300502,weekend,12,5.3,0.0,100.0
104,2025-01-18 13:00:00,VIA CRISTOFORO COLOMBO,N,1717.0,0.9966781932411207,0.9816809798854943,0.9966781932411207,0.9954115367077063,weekend,13,6.3,0.0,100.0
104,2025-01-18 16:00:00,VIA CRISTOFORO COLOMBO,N,1277.0,0.9963045295637635,0.8691258803262907,0.9963045295637635,0.8398597811217511,weekend,16,6.2,0.1,100.0
104,2025-01-18 17:00:00,VIA CRISTOFORO COLOMBO,N,1297.0,0.9967668591984598,0.3559716522267822,0.9967668591984598,0.8576689719815574,weekend,17,6.2,0.0,100.0
103,2025-01-20 06:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9967747758017936,0.027779361098444547,0.738828089375285,0.9967747758017936,feriale,6,4.9,0.0,100.0
103,2025-01-20 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9983390966205604,0.027779361098444547,0.7788924355271825,0.9983390966205604,feriale,7,4.9,0.1,100.0
208,2025-01-20 17:00:00,VIA FILIPPO BEROALDO,E,324.0,0.9970138572224756,0.9873682677205249,0.44809874854334497,0.9970138572224756,feriale,17,7.1,0.1,100.0
277,2025-01-21 08:00:00,VIA S.MAMOLO,N,248.0,0.9966845265237878,0.9815954805694888,0.46407128742970055,0.9966845265237878,feriale,8,3.9,0.0,83.0
104,2025-01-22 08:00:00,VIA CRISTOFORO COLOMBO,N,1865.0,0.9988758423265948,0.7001855651821453,0.9988758423265948,0.14087120636368242,feriale,8,3.5,0.0,91.0
104,2025-01-22 09:00:00,VIA CRISTOFORO COLOMBO,N,1605.0,0.9996010031919744,0.48638660890712876,0.9996010031919744,0.6011931904544764,feriale,9,3.5,0.1,100.0
104,2025-01-22 10:00:00,VIA CRISTOFORO COLOMBO,N,1395.0,0.996697193089122,0.13415476009525257,0.996697193089122,0.4897875816993464,feriale,10,4.2,0.1,100.0
104,2025-01-23 08:00:00,VIA CRISTOFORO COLOMBO,N,1795.0,0.9982900136798906,0.22342871257029945,0.9982900136798906,0.692338627957643,feriale,8,4.6,0.1,100.0
104,2025-01-24 08:00:00,VIA CRISTOFORO COLOMBO,N,1792.0,0.9973083548664944,0.5550615595075239,0.9973083548664944,0.7031368749050008,feriale,8,3.5,0.0,100.0
104,2025-01-25 11:00:00,VIA CRISTOFORO COLOMBO,N,1510.0,0.9982203475705528,0.6557037543699651,0.9982203475705528,0.7241158737396768,weekend,11,7.2,0.0,100.0
104,2025-01-25 12:00:00,VIA CRISTOFORO COLOMBO,N,1566.0,0.9987143436185844,0.3492362061103511,0.9987143436185844,0.10855246491361402,weekend,12,8.8,0.0,100.0
104,2025-01-25 13:00:00,VIA CRISTOFORO COLOMBO,N,1426.0,0.9989201753052642,0.7188117495060039,0.9989201753052642,0.7724989866747732,weekend,13,10.2,0.0,100.0
104,2025-01-26 11:00:00,VIA CRISTOFORO COLOMBO,N,1211.0,0.9999683335866646,0.5141960530982419,0.9999683335866646,0.8840755940619142,weekend,11,9.5,5.7,100.0
103,2025-01-27 06:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9978815169478644,0.027779361098444547,0.7001095657901404,0.9978815169478644,feriale,6,9.6,0.0,100.0
103,2025-01-27 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9987301768252521,0.027779361098444547,0.6647983482798804,0.9987301768252521,feriale,7,9.6,0.0,100.0
104,2025-01-27 20:00:00,VIA CRISTOFORO COLOMBO,N,832.0,0.9964153620104372,0.5943754116633734,0.9964153620104372,0.7172030957085677,feriale,20,13.6,1.7,100.0
104,2025-01-28 07:00:00,VIA CRISTOFORO COLOMBO,N,1609.0,0.9978466838931955,0.24860667781324416,0.9978466838931955,0.24235889446217765,feriale,7,14.7,0.2,100.0
104,2025-01-28 08:00:00,VIA CRISTOFORO COLOMBO,N,1856.0,0.9981633480265492,0.7146982824137407,0.9981633480265492,0.5695679434564523,feriale,8,14.9,0.0,100.0
104,2025-01-28 17:00:00,VIA CRISTOFORO COLOMBO,N,1570.0,0.9969600243198055,0.5831180017226529,0.9969600243198055,0.7689396818158788,feriale,17,13.4,0.0,100.0
104,2025-01-28 18:00:00,VIA CRISTOFORO COLOMBO,N,1853.0,0.9995091705933019,0.9647552819577443,0.9995091705933019,0.9440707807670872,feriale,18,11.6,0.0,100.0
104,2025-01-28 19:00:00,VIA CRISTOFORO COLOMBO,N,1552.0,0.9988283427065917,0.9066632466940264,0.9988283427065917,0.04172049956933678,feriale,19,11.6,0.1,100.0
104,2025-01-29 08:00:00,VIA CRISTOFORO COLOMBO,N,1894.0,0.998587677965243,0.10388166894664842,0.998587677965243,0.17663208694330446,feriale,8,9.9,0.0,100.0
104,2025-01-29 09:00:00,VIA CRISTOFORO COLOMBO,N,1594.0,0.9971056898211481,0.6326759385924913,0.9971056898211481,0.1832598672543953,feriale,9,9.1,0.0,100.0
104,2025-01-30 08:00:00,VIA CRISTOFORO COLOMBO,N,1859.0,0.9980335157318742,0.2016105537822364,0.9980335157318742,0.15685957845670567,feriale,8,3.5,0.0,100.0
104,2025-01-31 08:00:00,VIA CRISTOFORO COLOMBO,N,1823.0,0.9976123524345138,0.30177458580331357,0.9976123524345138,0.5354030501089324,feriale,8,4.4,0.0,100.0
104,2025-01-31 12:00:00,VIA CRISTOFORO COLOMBO,N,1360.0,0.9974381871611694,0.5934919187313168,0.9974381871611694,0.43907065410143387,feriale,12,7.0,1.2,100.0
104,2025-01-31 13:00:00,VIA CRISTOFORO COLOMBO,N,1435.0,0.998635177585246,0.24741918731316817,0.998635177585246,0.6498391346202563,feriale,13,7.1,1.7,100.0
104,2025-01-31 15:00:00,VIA CRISTOFORO COLOMBO,N,1390.0,0.9972861883771597,0.4150770127172316,0.9972861883771597,0.1133974261539241,feriale,15,7.6,1.4,100.0
104,2025-02-01 07:00:00,VIA CRISTOFORO COLOMBO,N,726.0,0.9978181841211937,0.7188022495820033,0.9978181841211937,0.28931701879718297,weekend,7,6.4,2.1,100.0
104,2025-02-01 11:00:00,VIA CRISTOFORO COLOMBO,N,1537.0,0.9978973501545321,0.33567664792014995,0.9978973501545321,0.9015966205603688,weekend,11,7.7,0.1,100.0
104,2025-02-01 12:00:00,VIA CRISTOFORO COLOMBO,N,1627.0,0.9976060191518468,0.7310096519227847,0.9976060191518468,0.8808551198257081,weekend,12,8.1,0.0,100.0
157,2025-02-01 18:00:00,VIA FRANCESCO ZANARDI,SE,374.0,0.9964533617064397,0.9876437655165425,0.6900554795561635,0.9964533617064397,weekend,18,8.7,0.4,100.0
103,2025-02-03 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9971151897451487,0.027779361098444547,0.6122701018391853,0.9971151897451487,feriale,7,5.8,0.0,100.0
104,2025-02-04 08:00:00,VIA CRISTOFORO COLOMBO,N,1921.0,0.9963710290317678,0.4861364442417794,0.9963710290317678,0.6614353751836652,feriale,8,1.0,0.0,100.0
104,2025-02-05 08:00:00,VIA CRISTOFORO COLOMBO,N,1926.0,0.9965356943811117,0.6507352941176471,0.9965356943811117,0.6598108881795612,feriale,8,-0.8,0.0,100.0
104,2025-02-06 08:00:00,VIA CRISTOFORO COLOMBO,N,1939.0,0.9964216952931043,0.7671853625170999,0.9964216952931043,0.7852637178902568,feriale,8,0.9,0.0,100.0
104,2025-02-07 08:00:00,VIA CRISTOFORO COLOMBO,N,1855.0,0.9972133556264883,0.691546967624259,0.9972133556264883,0.1259246592693925,feriale,8,1.4,0.0,100.0
104,2025-02-08 12:00:00,VIA CRISTOFORO COLOMBO,N,1596.0,0.9974001874651669,0.1726326189390485,0.9974001874651669,0.3993926381922278,weekend,12,7.2,0.0,100.0
104,2025-02-08 18:00:00,VIA CRISTOFORO COLOMBO,N,1257.0,0.9975711860971779,0.09883720930232558,0.9975711860971779,0.9583649997466687,weekend,18,5.8,0.1,100.0
104,2025-02-08 19:00:00,VIA CRISTOFORO COLOMBO,N,1320.0,0.9986636773572478,0.6906888078228708,0.9986636773572478,0.376671986624107,weekend,19,5.4,0.5,100.0
104,2025-02-08 20:00:00,VIA CRISTOFORO COLOMBO,N,953.0,0.9982361807772204,0.8717161929371232,0.9982361807772204,0.7787341034605056,weekend,20,5.2,1.4,100.0
103,2025-02-10 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9971151897451487,0.027779361098444547,0.591490601408522,0.9971151897451487,feriale,7,5.7,0.0,100.0
104,2025-02-12 08:00:00,VIA CRISTOFORO COLOMBO,N,1822.0,0.9983660130718954,0.8489733748796676,0.9983660130718954,0.7090553275573795,feriale,8,7.1,0.1,100.0
104,2025-02-14 08:00:00,VIA CRISTOFORO COLOMBO,N,1801.0,0.9968586917971323,0.6321692759791255,0.9968586917971323,0.6690289811014846,feriale,8,5.8,0.0,100.0
104,2025-02-14 11:00:00,VIA CRISTOFORO COLOMBO,N,1378.0,0.9986130110959113,0.39874664336018645,0.9986130110959113,0.28116925064599485,feriale,11,5.2,3.3,100.0
104,2025-02-14 12:00:00,VIA CRISTOFORO COLOMBO,N,1441.0,0.9975965192278462,0.17575492729391498,0.9975965192278462,0.709311825505396,feriale,12,5.6,2.3,100.0
104,2025-02-14 14:00:00,VIA CRISTOFORO COLOMBO,N,1370.0,0.9985211784972386,0.6895361503774636,0.9985211784972386,0.5872631352282515,feriale,14,5.8,1.6,100.0
104,2025-02-14 15:00:00,VIA CRISTOFORO COLOMBO,N,1507.0,0.9966876931651213,0.8374119673709277,0.9966876931651213,0.8712760297917617,feriale,15,6.1,1.0,100.0
104,2025-02-14 16:00:00,VIA CRISTOFORO COLOMBO,N,1359.0,0.999556670213305,0.9484027461113644,0.999556670213305,0.9060425849926534,feriale,16,4.1,1.4,100.0
104,2025-02-14 17:00:00,VIA CRISTOFORO COLOMBO,N,1324.0,0.999645336170644,0.9752210315650808,0.999645336170644,0.9505560622181689,feriale,17,4.0,1.8,100.0
104,2025-02-14 18:00:00,VIA CRISTOFORO COLOMBO,N,1686.0,0.997808684197193,0.7920434969853575,0.997808684197193,0.959099660536049,feriale,18,4.3,1.0,100.0
104,2025-02-15 11:00:00,VIA CRISTOFORO COLOMBO,N,1565.0,0.996969524243806,0.42538126361655776,0.996969524243806,0.7900295130972286,weekend,11,5.8,0.0,100.0
104,2025-02-15 12:00:00,VIA CRISTOFORO COLOMBO,N,1559.0,0.9981696813092162,0.6543547651618787,0.9981696813092162,0.6338444292445661,weekend,12,6.8,0.0,100.0
103,2025-02-17 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9971151897451487,0.027779361098444547,0.779161600040533,0.9971151897451487,feriale,7,-1.9,0.0,100.0
104,2025-02-18 08:00:00,VIA CRISTOFORO COLOMBO,N,1868.0,0.9990975072199423,0.7809539190353144,0.9990975072199423,0.4937712164969347,feriale,8,-1.2,0.0,100.0
104,2025-02-18 09:00:00,VIA CRISTOFORO COLOMBO,N,1679.0,0.9971531894411512,0.34777955109692454,0.9971531894411512,0.46905241424735267,feriale,9,-0.4,0.0,100.0
237,2025-02-18 16:00:00,VIA PIETRO ALBERTONI,S,172.0,0.9999461670973299,0.9999461670973299,0.09736788772356487,0.6105917819324113,feriale,16,6.3,0.0,100.0
237,2025-02-18 17:00:00,VIA PIETRO ALBERTONI,S,132.0,0.9999715002279982,0.9999715002279982,0.1132390940872473,0.8643822516086538,feriale,17,6.4,0.0,100.0
237,2025-02-18 18:00:00,VIA PIETRO ALBERTONI,S,107.0,0.9999746668693317,0.9999746668693317,0.13440809140193546,0.8075822060090186,feriale,18,6.1,0.0,100.0
237,2025-02-18 20:00:00,VIA PIETRO ALBERTONI,S,85.0,0.9992210062319501,0.9992210062319501,0.2361997770684501,0.5468377919643309,feriale,20,4.4,0.0,100.0
104,2025-02-19 08:00:00,VIA CRISTOFORO COLOMBO,N,1918.0,0.996785859046461,0.31098001215990273,0.996785859046461,0.36217510259917923,feriale,8,1.8,0.0,100.0
104,2025-02-19 09:00:00,VIA CRISTOFORO COLOMBO,N,1719.0,0.996703526371789,0.66203070375437,0.996703526371789,0.6953437705831687,feriale,9,2.3,0.0,100.0
104,2025-02-20 08:00:00,VIA CRISTOFORO COLOMBO,N,1912.0,0.9991956731012819,0.44440011146577496,0.9991956731012819,0.456370015706541,feriale,8,0.8,0.0,100.0
104,2025-02-20 09:00:00,VIA CRISTOFORO COLOMBO,N,1609.0,0.9980493489385418,0.43873499012007905,0.9980493489385418,0.7543636317576126,feriale,9,1.4,0.0,100.0
104,2025-02-21 08:00:00,VIA CRISTOFORO COLOMBO,N,1787.0,0.9986003445305771,0.8393087855297158,0.9986003445305771,0.8128894968840249,feriale,8,-1.1,0.0,100.0
104,2025-02-22 11:00:00,VIA CRISTOFORO COLOMBO,N,1481.0,0.9966116937731165,0.8303028575771394,0.9966116937731165,0.16824682069210112,weekend,11,7.6,0.0,100.0
104,2025-02-22 12:00:00,VIA CRISTOFORO COLOMBO,N,1607.0,0.9967415260677914,0.20762717231595482,0.9967415260677914,0.8010240918072655,weekend,12,9.4,0.0,100.0
104,2025-02-23 17:00:00,VIA CRISTOFORO COLOMBO,N,1365.0,0.9972481886811572,0.0648654810761514,0.9972481886811572,0.41616317069463443,weekend,17,12.2,0.0,100.0
103,2025-02-24 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9971151897451487,0.027779361098444547,0.5765757207275675,0.9971151897451487,feriale,7,6.8,0.0,100.0
104,2025-02-25 08:00:00,VIA CRISTOFORO COLOMBO,N,1919.0,0.9980240158078736,0.38274560470182906,0.9980240158078736,0.2556841211936971,feriale,8,8.9,0.2,100.0
237,2025-02-25 16:00:00,VIA PIETRO ALBERTONI,S,183.0,0.9999841667933324,0.9999841667933324,0.08803579571363429,0.27640028879768963,feriale,16,13.2,0.0,100.0
237,2025-02-25 17:00:00,VIA PIETRO ALBERTONI,S,121.0,0.9999968333586665,0.9999968333586665,0.08945128438972488,0.9588843289253686,feriale,17,13.2,0.0,91.0
237,2025-02-25 18:00:00,VIA PIETRO ALBERTONI,S,105.0,1.0,1.0,0.16451018391852865,0.6039703349039874,feriale,18,11.9,0.0,100.0
237,2025-02-25 20:00:00,VIA PIETRO ALBERTONI,S,79.0,0.9999620003039976,0.9999620003039976,0.18986864771748493,0.7249550336930638,feriale,20,10.1,0.0,100.0
104,2025-02-26 07:00:00,VIA CRISTOFORO COLOMBO,N,1629.0,0.9969030247758018,0.30982735471449563,0.9969030247758018,0.1103891168870649,feriale,7,8.8,0.6,100.0
104,2025-02-26 08:00:00,VIA CRISTOFORO COLOMBO,N,1800.0,0.9998226680853219,0.9155171758625931,0.9998226680853219,0.7760962912296702,feriale,8,8.6,1.1,100.0
104,2025-02-26 09:00:00,VIA CRISTOFORO COLOMBO,N,1673.0,0.9998638344226579,0.6424608603131174,0.9998638344226579,0.5138160561382176,feriale,9,8.4,1.9,100.0
104,2025-02-26 10:00:00,VIA CRISTOFORO COLOMBO,N,1396.0,0.996437528499772,0.2586290976338856,0.996437528499772,0.5199181739879414,feriale,10,8.4,1.3,100.0
104,2025-02-27 19:00:00,VIA CRISTOFORO COLOMBO,N,2015.0,0.9990500075999392,0.9932930536555707,0.9821559760855246,0.9990500075999392,feriale,19,9.1,0.0,100.0
104,2025-02-28 08:00:00,VIA CRISTOFORO COLOMBO,N,1934.0,0.9976820185438516,0.8099603536505041,0.9976820185438516,0.601905684754522,feriale,8,3.6,0.0,100.0
104,2025-02-28 18:00:00,VIA CRISTOFORO COLOMBO,N,1552.0,0.9988410092719259,0.8517378527638445,0.9988410092719259,0.9200201398388813,feriale,18,8.9,0.7,100.0
20,2025-03-01 11:00:00,VIA S.STEFANO,SE,86.0,0.9993540051679587,0.995202538379693,0.23155114759081927,0.9993540051679587,weekend,11,8.2,0.0,100.0
104,2025-03-01 11:00:00,VIA CRISTOFORO COLOMBO,N,1522.0,0.9962031970410903,0.4105138825556062,0.9962031970410903,0.8263920555302224,weekend,11,8.2,0.0,100.0
104,2025-03-01 12:00:00,VIA CRISTOFORO COLOMBO,N,1493.0,0.9984926787252368,0.8801109591123271,0.9984926787252368,0.575296397628819,weekend,12,8.6,0.0,100.0
104,2025-03-01 14:00:00,VIA CRISTOFORO COLOMBO,N,1147.0,0.9963393626184324,0.9253622637685566,0.9963393626184324,0.941812965496276,weekend,14,9.2,0.3,100.0
104,2025-03-01 17:00:00,VIA CRISTOFORO COLOMBO,N,1279.0,0.9977390180878553,0.9471645893499518,0.9977390180878553,0.8761748239347419,weekend,17,8.8,0.2,100.0
232,2025-03-02 10:00:00,VIA ALBERTO DALLOLIO,S,394.0,0.9995535035719714,0.9979765161878705,0.34671239296752293,0.9995535035719714,weekend,10,6.3,0.0,100.0
103,2025-03-03 07:00:00,VIA CRISTOFORO COLOMBO,S,0.0,0.9971151897451487,0.027779361098444547,0.5999360338450626,0.9971151897451487,feriale,7,2.2,0.0,100.0
104,2025-03-03 22:00:00,VIA CRISTOFORO COLOMBO,N,914.0,0.9984863454425698,0.989619749708669,0.9518353853169175,0.9984863454425698,feriale,22,4.1,0.0,100.0
104,2025-03-03 23:00:00,VIA CRISTOFORO COLOMBO,N,1097.0,0.9962285301717586,0.9962285301717586,0.9566201803718903,0.9403721436895172,feriale,23,2.5,0.0,100.0
104,2025-03-04 04:00:00,VIA CRISTOFORO COLOMBO,N,609.0,0.9961493641384203,0.9909560723514211,0.9384088260627248,0.9961493641384203,feriale,4,1.8,0.0,100.0
104,2025-03-04 08:00:00,VIA CRISTOFORO COLOMBO,N,1903.0,0.9973558544864974,0.4853922835283984,0.9973558544864974,0.5721202563712824,feriale,8,-0.2,0.0,100.0
237,2025-03-04 15:00:00,VIA PIETRO ALBERTONI,S,677.0,1.0,0.9999810001519988,0.027201449055074226,1.0,feriale,15,14.1,0.0,83.0
326,2025-03-04 15:00:00,VIALE GIAN BATTISTA ERCOLANI,N,378.0,0.9999968333586665,0.9999493337386635,0.09281109084460658,0.9999968333586665,feriale,15,14.1,0.0,83.0
